idx|tags|query|parameter
49||normalize EACHPEACH[{select time, movingLiqWMid: 5 mavg ((bsize * bid) + asize * ask) % bsize + asize, movingsize: 5 mavg asize + bsize from x}; fiftyInstrs#quote]|
50||normalize EACHPEACH[{select time, movingLiqWMid: 5 mavg ((bsize * bid) + asize * ask) % bsize + asize, movingsize: 5 mavg asize + bsize from x}; thousandInfreqInstrs#quote]|
51||select time, sums size from trade infreqInstr|
52||select time, sums size from trade freqInstr|
53|sortcouldbesaved|select time, sums size from `time xasc normalize EACHPEACH[{select time, size from x where ex = "L"}; trade]|
54||normalize EACHPEACH[{update movingvwap:(sums price * size) % sums size from select time, price, size from x where time within 0D08:00 0D08:15}; trade]|
55|sortcouldbesaved|select time, sums size from `time xasc normalize EACHPEACH[{select time, size from x where ex = "T"}; trade]|
56||select from normalize EACHPEACH[{select from x where size = (max;size) fby ex}; trade] where size = (max;size) fby ex|
57||(update tag:`maxbid, sym: infreqInstr from select from quote[infreqInstr] where bid=(max; bid) fby ex, time=(min;time) fby ex), update tag: `minask, sym: infreqInstr from select from quote[infreqInstr] where ask=(min; ask) fby ex, time=(min;time) fby ex|
58||(update tag:`maxbid, sym: freqInstr from select from quote[freqInstr] where bid=(max; bid) fby ex, time=(min;time) fby ex), update tag: `minask, sym: freqInstr from select from quote[freqInstr] where ask=(min; ask) fby ex, time=(min;time) fby ex|
59||normalize EACHPEACH[{select from x where size = (min;size) fby ex}; trade]|
60||normalize EACHPEACH[{select from x where size = (min;size) fby ex}; trade]|
61||normalize EACHPEACH[{select from (select seqDecr: seq where (<) prior seq from x) where 0 < count each seqDecr}; trade]|
62||update key[timeBuckets] timeBucket from select sum cnt, sum size by ex, timeBucket from normalize EACHPEACH[{0!select cnt: count i, sum size by ex, timeBucket: value[timeBuckets] bin time from x}; trade]|
63||normalize EACHPEACH[{0!select cnt: count i, sum size by timeBucket: timeBucketsStep time from x where not corr=0h}; trade]|
64||normalize EACHPEACH[{0!select o: first price, h: max price, l: min price, c: last price, s: sum size by 5 xbar time.minute from x where not null stop}; (fiftyInstrs inter key trade)#trade]|
65||normalize EACHPEACH[{0!select o: first price, h: max price, l: min price, c: last price, s: sum size by 5 xbar time.minute from x where not null stop}; (thousandInfreqInstrs inter key trade)#trade]|
66||update inbal: (bsize - asize) % bsize + asize from select first asize, first bsize by time.minute from quote infreqInstr|
67||update inbal: (bsize - asize) % bsize + asize from select first asize, first bsize by time.minute from quote freqInstr|
68||normalize EACHPEACH[{select wsumAsk:asize wsum ask, wsumBid: bsize wsum bid, sdevasksize: sdev asize, sdevbid:sdev bid, corPrice:ask cor bid, corSize: asize cor bsize from x}; (fiftyInstrs inter key quote)#quote]|
69||normalize EACHPEACH[{select wsumAsk:asize wsum ask, wsumBid: bsize wsum bid, sdevasksize: sdev asize, sdevbid:sdev bid, corPrice:ask cor bid, corSize: asize cor bsize from x}; (thousandInfreqInstrs inter key quote)#quote]|
70||normalize EACHPEACH[{select from x where price = min price}; trade]|
71||select first price, FirstTime: first time, LastTime: last time, cnt: count size, sum size by pricegroup: sums differ price from trade infreqInstr|
72||select first price, FirstTime: first time, LastTime: last time, cnt: count size, sum size by pricegroup: sums differ price from trade freqInstr|
73||normalize EACHPEACH[{0!select first price, FirstTime: first time, LastTime: last time, cnt: count size, sum size by pricegroup: sums differ price from x}; fiftyInstrs#trade]|
74||normalize EACHPEACH[{0!select first price, FirstTime: first time, LastTime: last time, cnt: count size, sum size by pricegroup: sums differ price from x}; thousandInfreqInstrs#trade]|
75||normalize EACHPEACH[{0!select first price, FirstTime: first time, LastTime: last time, cnt: count size, sum size by pricegroup: sums differ price from x where ex in "LM" }; trade]|
76||select medMidSize: med (bsize + asize) from quote infreqInstr|
77||select medMidSize: med (bsize + asize) from quote freqInstr|
78||select medSize: med size by ex from raze EACHPEACH[{select ex, size from x}; trade]|
79||{cnt: count each x; ([] sym: fiftyInstrs where cnt) ,' raze x} EACHPEACH[{aj[`time; select time, price, size, stop, cond, ex from trade x; select time, bid, ask, bsize, asize, quotecond: cond, quoteex: ex from quote x]}; fiftyInstrs]|
80||{cnt: count each x; ([] sym: thousandInfreqInstrs where cnt) ,' raze x} EACHPEACH[{aj[`time; select time, price, size, stop, cond, ex from trade x; select time, bid, ask, bsize, asize, quotecond: cond, quoteex: ex from quote x]}; thousandInfreqInstrs]|
81||aj[`time; select time, price, size, stop, cond, ex from trade infreqInstr; select time, bid, ask, bsize, asize, quotecond: cond, quoteex: ex from quote infreqInstr]|
82||aj[`time; select time, price, size, stop, cond, ex from trade freqInstr; select time, bid, ask, bsize, asize, quotecond: cond, quoteex: ex from quote freqInstr]|
83||{cnt: count each x; ([] sym: key[trade] where cnt) ,' raze x} EACHPEACH[{aj[`ex`time; select time, price, size, stop, cond, ex from trade[x] where size>500000i; select time, bid, ask, bsize, asize, quotecond: cond, ex from quote x]}; key trade]|
84||{cnt: count each x; ([] sym: key[trade] where cnt) ,' raze x} EACHPEACH[{aj[`time; select time, price, size, stop, cond, ex from trade[x] where time within 0D16:20 0D16:30; select time, bid, ask, bsize, asize, quotecond: cond from quote x]}; key trade]|
